Rank,Player Name,Team,Points,Errors,Attempts,Average Per Match,Success,Total
1,Muserskiy,RUS,87,33,56,21.75,49.43,176
2,Sánchez B.,CUB,62,20,23,15.5,59.05,105
3,De Armas,CUB,48,13,36,12.0,49.48,97
4,Ngapeth,FRA,43,20,34,10.75,44.33,97
5,Nimir,NED,40,20,40,10.0,40.0,100
6,Perrin,CAN,39,9,35,9.75,46.99,83
6,Paulo,BRA,39,11,23,9.75,53.42,73
6,Lopez,CUB,39,13,11,19.5,61.9,63
7,Semeniuk,POL,36,3,24,9.0,57.14,63
8,Marcus,BRA,33,11,13,8.25,57.89,57
9,Herrera,CUB,32,9,10,8.0,62.75,51
10,Plotnytskyi,UKR,30,7,22,7.5,50.85,59
11,K・Fujinaka,JPN,29,13,26,7.25,42.65,68
12,Renan,BRA,27,2,9,6.75,71.05,38
12,Wallace,BRA,27,10,19,13.5,48.21,56
13,Matić,TUR,26,2,8,6.5,72.22,36
14,Onodera,JPN,23,7,10,5.75,57.5,40
15,Amit,IND,18,8,10,9.0,50.0,36
16,Flavio,BRA,17,2,8,4.25,62.96,27
17,Doğukan U.,TUR,16,4,8,4.0,57.14,28
17,Sato,JPN,16,5,3,4.0,66.67,24
18,Sole,ITA,14,0,3,3.5,82.35,17
19,Angamuthu,IND,12,6,11,6.0,41.38,29
19,C. Souza,BRA,12,1,8,6.0,57.14,21
19,Rodriguinho,BRA,12,8,11,6.0,38.71,31
20,Isac,BRA,9,3,6,2.25,50.0,18
20,Lucas,BRA,9,4,3,4.5,56.25,16
21,Manoj,IND,8,2,2,4.0,66.67,12
22,Ma'a,USA,6,0,4,1.5,60.0,10
22,Senica,AUS,6,6,0,3.0,50.0,12
22,Held,ITA,6,0,1,1.5,85.71,7
23,Ashwal,IND,5,1,5,2.5,45.45,11
23,Kelvi,BRA,5,2,3,1.25,50.0,10
24,Gustavo,BRA,4,1,2,1.0,57.14,7
24,Giannelli,ITA,4,0,1,1.0,80.0,5
25,Lucas Loh,BRA,3,6,2,0.75,27.27,11
25,Ben Tara W,TUN,3,4,5,0.75,25.0,12
26,M. Lagumdzija,TUR,2,1,2,0.5,40.0,5
26,Yu Y.T.,CHN,2,2,3,0.5,28.57,7
26,Oya,JPN,2,1,0,0.5,66.67,3
26,Bryan,BRA,2,1,5,0.5,25.0,8
26,Oppenkoski,BRA,2,2,1,1.0,40.0,5
27,Tayaz,TUR,1,0,1,0.25,50.0,2
27,Azmath,IND,1,0,0,0.5,100.0,1
27,Muthusamy,IND,1,0,2,0.5,33.33,3
27,Otávio,BRA,1,0,2,0.5,33.33,3
27,Uriarte,ARG,1,0,2,0.5,33.33,3
27,Candellaro,ITA,1,1,2,0.25,25.0,4
28,Aslan,TUR,0,0,0,,,0
28,Ivgen,TUR,0,0,0,,,0
28,Döne,TUR,0,0,0,,,0
28,Tuna,TUR,0,0,0,,,0
28,Ünver,TUR,0,0,0,,,0
28,Coşkun,TUR,0,0,0,,,0
28,Atomu,JPN,0,0,0,,,0
28,Soshi,JPN,0,0,0,,,0
28,Oniki,JPN,0,0,3,0.0,0.0,3
28,Kiire,JPN,0,0,0,,,0
28,Nishida,JPN,0,0,0,,,0
28,Rui,JPN,0,0,0,,,0
28,Kuwada,JPN,0,0,0,,,0
28,Srikanth,IND,0,0,0,,,0
28,Santosh,IND,0,0,0,,,0
28,Nandagopal,IND,0,0,1,0.0,0.0,1
28,Ramanathan,IND,0,0,0,,,0
28,Patel,IND,0,0,0,,,0
28,Ukkra Pandian,IND,0,0,0,,,0
28,Shetty,IND,0,0,0,,,0
28,Wilmot,USA,0,0,0,,,0
28,M. Radke,BRA,0,0,0,,,0
28,Samuel,BRA,0,0,1,0.0,0.0,1
28,Maique,BRA,0,0,0,,,0
28,Filipe,BRA,0,0,0,,,0
28,Rech,BRA,0,0,0,,,0
28,Lukinhas,BRA,0,0,0,,,0
28,Rodrigo,BRA,0,0,0,,,0
28,Vaccari,BRA,0,1,1,0.0,0.0,2
28,Alexandre,BRA,0,0,0,,,0
28,Carlos,BRA,0,0,0,,,0
28,Yuito,JPN,0,0,0,,,0
28,Toscani,ITA,0,0,0,,,0
28,Leon,POL,0,0,0,,,0
28,Colaci,ITA,0,0,0,,,0
28,Russo,ITA,0,0,0,,,0
28,Ropret,SLO,0,0,0,,,0
