web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Points,Errors,Attemps,Average Per Match,Success,Total
"1742823335-203","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Baca","MEX","0","0","0","","","0"
"1742823335-204","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Lopez B.","MEX","0","0","0","","","0"
"1742823335-205","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Popiwczak","POL","0","0","0","","","0"
"1742823335-206","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kaczmarek","POL","0","6","18","0.00","0.00","24"
"1742823335-207","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kłos","POL","0","2","14","0.00","0.00","16"
"1742823335-208","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Łomacz","POL","0","0","6","0.00","0.00","6"
"1742823335-209","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Zatorski","POL","0","0","0","","","0"
"1742823335-210","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kwolek","POL","0","2","6","0.00","0.00","8"
"1742823335-211","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Karyagin","BUL","0","0","0","","","0"
"1742823335-212","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Chavdarov","BUL","0","1","0","0.00","0.00","1"
"1742823335-213","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kolev","BUL","0","0","5","0.00","0.00","5"
"1742823335-214","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Atanasov","BUL","0","3","2","0.00","0.00","5"
"1742823335-215","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","D. Dimitrov","BUL","0","1","6","0.00","0.00","7"
"1742823335-216","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Skrimov","BUL","0","0","0","","","0"
"1742823335-217","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Grozdanov","BUL","0","8","11","0.00","0.00","19"
"1742823335-218","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Asparuhov","BUL","0","11","17","0.00","0.00","28"
"1742823335-219","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","V. Ivanov","BUL","0","0","0","","","0"
"1742823335-220","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Gasparini","SLO","0","0","0","","","0"
"1742823335-221","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Štalekar","SLO","0","0","0","","","0"
"1742823335-222","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Koncilja","SLO","0","0","0","","","0"
"1742823335-223","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Klobucar","SLO","0","0","0","","","0"
"1742823335-224","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kovačič","SLO","0","0","0","","","0"
"1742823335-225","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Z. Štern","SLO","0","0","0","","","0"
"1742823335-226","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ropret","SLO","0","5","40","0.00","0.00","45"
"1742823335-227","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Možič","SLO","0","5","19","0.00","0.00","24"
"1742823335-228","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Badawe","CMR","0","4","5","0.00","0.00","9"
"1742823335-229","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Amabaya","CMR","0","0","1","0.00","0.00","1"
"1742823335-230","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kofane","CMR","0","2","12","0.00","0.00","14"
"1742823335-231","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Mandengo","CMR","0","2","5","0.00","0.00","7"
"1742823335-232","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Deffo","CMR","0","1","2","0.00","0.00","3"
"1742823335-233","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bassoko","CMR","0","0","0","","","0"
"1742823335-234","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kody","CMR","0","7","20","0.00","0.00","27"
"1742823335-235","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Djam","CMR","0","0","0","","","0"
"1742823335-236","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Metin T.","TUR","0","0","0","","","0"
"1742823335-237","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bostan","TUR","0","0","0","","","0"
"1742823335-238","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. Lagumdzija","TUR","0","2","3","0.00","0.00","5"
"1742823335-239","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bayraktar","TUR","0","0","0","","","0"
"1742823335-240","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Tümer","TUR","0","0","0","","","0"
"1742823335-241","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Gürbüz","TUR","0","0","0","","","0"
"1742823335-242","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Döne","TUR","0","0","0","","","0"
"1742823335-243","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Doğukan U.","TUR","0","1","6","0.00","0.00","7"
"1742823335-244","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Dai Q.Y.","CHN","0","1","5","0.00","0.00","6"
"1742823335-245","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Yang Y.M.","CHN","0","0","0","","","0"
"1742823335-246","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Zhang B.L.","CHN","0","0","0","","","0"
"1742823335-247","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Yu Y.C.","CHN","0","5","20","0.00","0.00","25"
"1742823335-248","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Yang T.Y.","CHN","0","0","0","","","0"
"1742823335-249","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Li Y.Z.","CHN","0","4","3","0.00","0.00","7"
"1742823335-250","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Liu M.","CHN","0","0","1","0.00","0.00","1"
"1742823335-251","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Zhang Z.J.","CHN","0","5","7","0.00","0.00","12"
"1742823335-252","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Peng S.K.","CHN","0","3","23","0.00","0.00","26"
"1742823335-253","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Zhang G.H.","CHN","0","4","17","0.00","0.00","21"
"1742823335-254","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Miao R.T.","CHN","0","0","0","","","0"
"1742823335-255","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Wang B.","CHN","0","0","7","0.00","0.00","7"
"1742823335-256","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Van Garderen","NED","0","0","6","0.00","0.00","6"
"1742823335-257","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Van Der Ent","NED","0","0","0","","","0"
"1742823335-258","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Jorna","NED","0","1","9","0.00","0.00","10"
"1742823335-259","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bleeker","NED","0","0","0","","","0"
"1742823335-260","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ter Maat","NED","0","2","1","0.00","0.00","3"
"1742823335-261","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Andringa","NED","0","0","0","","","0"
"1742823335-262","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","De Weijer","NED","0","0","0","","","0"
"1742823335-263","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Wiltenburg","NED","0","1","5","0.00","0.00","6"
"1742823335-264","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","A. Fathy","EGY","0","0","0","","","0"
"1742823335-265","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. Reda","EGY","0","0","0","","","0"
"1742823335-266","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Elhossiny","EGY","0","0","1","0.00","0.00","1"
"1742823335-267","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Dola","EGY","0","2","44","0.00","0.00","46"
"1742823335-268","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. Ramadan","EGY","0","0","0","","","0"
"1742823335-269","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M.Elmahdy","EGY","0","1","7","0.00","0.00","8"
"1742823335-270","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","A. Kotb","EGY","0","1","6","0.00","0.00","7"
"1742823335-271","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Deyo","EGY","0","4","10","0.00","0.00","14"
"1742823335-272","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. Magdy","EGY","0","0","3","0.00","0.00","3"
"1742823335-273","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Sanchez Pages","ARG","0","1","4","0.00","0.00","5"
"1742823335-274","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Martinez Franchi","ARG","0","4","1","0.00","0.00","5"
"1742823335-275","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Gallego","ARG","0","0","8","0.00","0.00","8"
"1742823335-276","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Danani","ARG","0","0","0","","","0"
"1742823335-277","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Palacios","ARG","0","5","11","0.00","0.00","16"
"1742823335-278","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ramos","ARG","0","4","57","0.00","0.00","61"
"1742823335-279","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Jelveh","IRI","0","0","0","","","0"
"1742823335-280","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Shahrooz","IRI","0","0","0","","","0"
"1742823335-281","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Hazrat","IRI","0","0","0","","","0"
"1742823335-282","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. R. Moazzen","IRI","0","0","0","","","0"
"1742823335-283","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Javad","IRI","0","1","3","0.00","0.00","4"
"1742823335-284","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kadhi A","TUN","0","6","49","0.00","0.00","55"
"1742823335-285","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","B.Othmen M.","TUN","0","4","8","0.00","0.00","12"
"1742823335-286","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Abdelhedi Y","TUN","0","0","0","","","0"
"1742823335-287","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Agrebi O","TUN","0","7","11","0.00","0.00","18"
"1742823335-288","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bennour R.","TUN","0","1","6","0.00","0.00","7"
"1742823335-289","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Mbareki S.","TUN","0","1","4","0.00","0.00","5"
"1742823335-290","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ben Taher.M","TUN","0","2","1","0.00","0.00","3"
"1742823335-291","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bongui.A","TUN","0","0","0","","","0"
"1742823335-292","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bouguerra.A","TUN","0","5","18","0.00","0.00","23"
"1742823335-293","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Hmissi S","TUN","0","0","0","","","0"
"1742823335-294","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Korbosli T","TUN","0","0","0","","","0"
"1742823335-295","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Hoyos","PUR","0","1","1","0.00","0.00","2"
"1742823335-296","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Del Valle","PUR","0","0","0","","","0"
"1742823335-297","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Torres","PUR","0","1","0","0.00","0.00","1"
"1742823335-298","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Iglesias","PUR","0","3","23","0.00","0.00","26"
"1742823335-299","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Cabrera","PUR","0","0","0","","","0"
"1742823335-300","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Nido","PUR","0","0","3","0.00","0.00","3"
"1742823335-301","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Alomar","PUR","0","0","0","","","0"
"1742823335-302","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Elias","PUR","0","1","0","0.00","0.00","1"
"1742823335-303","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Poluian","UKR","0","2","2","0.00","0.00","4"
"1742823335-304","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Shevchenko","UKR","0","0","0","","","0"
"1742823335-305","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Brova","UKR","0","0","0","","","0"
"1742823335-306","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ostapenko","UKR","0","0","0","","","0"
"1742823335-307","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Fomin","UKR","0","0","0","","","0"
"1742823335-308","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kanaiev","UKR","0","0","0","","","0"
"1742823335-309","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Kisiliuk","UKR","0","3","11","0.00","0.00","14"
"1742823335-310","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Synytsia","UKR","0","2","15","0.00","0.00","17"
"1742823335-311","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Petric","SRB","0","0","10","0.00","0.00","10"
"1742823335-312","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Katic","SRB","0","0","0","","","0"
"1742823335-313","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Pekovic","SRB","0","0","0","","","0"
"1742823335-314","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Krsmanović","SRB","0","0","1","0.00","0.00","1"
"1742823335-315","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Ivović","SRB","0","10","35","0.00","0.00","45"
"1742823335-316","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Jovović","SRB","0","5","29","0.00","0.00","34"
"1742823335-317","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Perić","SRB","0","0","0","","","0"
"1742823335-318","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Mašulović N.","SRB","0","0","2","0.00","0.00","2"
"1742823335-319","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Todorović","SRB","0","0","2","0.00","0.00","2"
"1742823335-320","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Pinali","ITA","0","1","1","0.00","0.00","2"
"1742823335-321","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Recine","ITA","0","0","1","0.00","0.00","1"
"1742823335-322","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Balaso","ITA","0","0","0","","","0"
"1742823335-323","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Sbertoli","ITA","0","2","11","0.00","0.00","13"
"1742823335-324","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Bottolo","ITA","0","1","0","0.00","0.00","1"
"1742823335-325","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Russo","ITA","0","9","31","0.00","0.00","40"
"1742823335-326","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Scanferla","ITA","0","0","0","","","0"
"1742823335-327","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Mosca","ITA","0","0","0","","","0"
"1742823335-328","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Epp","CAN","0","2","23","0.00","0.00","25"
"1742823335-329","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Loeppky","CAN","0","5","3","0.00","0.00","8"
"1742823335-330","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Walsh","CAN","0","0","2","0.00","0.00","2"
"1742823335-331","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Eshenko","CAN","0","0","0","","","0"
"1742823335-332","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Van Berkel","CAN","0","3","26","0.00","0.00","29"
"1742823335-333","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Hofer","CAN","0","1","4","0.00","0.00","5"
"1742823335-334","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Howe","CAN","0","0","6","0.00","0.00","6"
"1742823335-335","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","Marshall","CAN","0","0","0","","","0"
"1742823335-336","https://en.volleyballworld.com/volleyball/competitions/men-world-championship/2022/statistics/best-servers/","14","M. Elser","CAN","0","0","0","","","0"
