web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
"1742809622-177","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Daldello","ITA","0","0","0","","","0"
"1742809622-178","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Romanò","ITA","0","1","7","0.00","0.00","8"
"1742809622-179","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Mosca","ITA","0","2","6","0.00","0.00","8"
"1742809622-180","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Porro P.","ITA","0","1","20","0.00","0.00","21"
"1742809622-181","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Carbone","ITA","0","0","0","","","0"
"1742809622-182","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Russo","ITA","0","0","0","","","0"
"1742809622-183","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Condorelli","ITA","0","0","0","","","0"
"1742809622-184","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Bellanova","ITA","0","0","0","","","0"
"1742809622-185","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Tauletta","ITA","0","0","0","","","0"
"1742809622-186","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Ricci Maccarini","ITA","0","0","0","","","0"
"1742809622-187","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Gianotti","ITA","0","0","0","","","0"
"1742809622-188","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Laurendi","ITA","0","0","0","","","0"
"1742809622-189","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Dosanjh","AUS","0","0","0","","","0"
"1742809622-190","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","André","QAT","0","0","1","0.00","0.00","1"
"1742809622-191","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Wiltenburg","NED","0","0","4","0.00","0.00","4"
"1742809622-192","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Salsi","ITA","0","0","0","","","0"
"1742809622-193","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Saadat","IRI","0","1","1","0.00","0.00","2"
"1742809622-194","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Rossi","ITA","0","0","0","","","0"
"1742809622-195","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Sartoretti","ITA","0","0","0","","","0"
"1742809622-196","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Palmisano","ITA","0","0","0","","","0"
"1742809622-197","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Nelli","ITA","0","0","1","0.00","0.00","1"
"1742809622-198","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Magliano","ITA","0","0","0","","","0"
"1742809622-199","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Volpe","ITA","0","0","0","","","0"
"1742809622-200","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Broccatelli","ITA","0","0","0","","","0"
"1742809622-201","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Baroni","ITA","0","0","0","","","0"
"1742809622-202","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Pascucci","ITA","0","0","0","","","0"
"1742809622-203","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Simoni","ITA","0","0","0","","","0"
"1742809622-204","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Coser","ITA","0","0","0","","","0"
"1742809622-205","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Parolari","ITA","0","0","0","","","0"
"1742809622-206","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Ranieri","ITA","0","0","0","","","0"
"1742809622-207","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Edwin","ITA","0","0","0","","","0"
"1742809622-208","https://en.volleyballworld.com/volleyball/competitions/superlega/2021-2022/statistics/best-receivers/","67","Tellone","ITA","0","0","0","","","0"
