Rank,Player Name,Team,Successful,Errors,Attempts,Average Per Match,Success,Total
1,De Cecco,ARG,362,2,323,45.25,52.69,687
2,Bruno,BRA,345,2,308,43.12,52.67,655
3,Drzyzga,POL,265,3,198,44.17,56.87,466
4,Kobzar,ROC,262,3,231,32.75,52.82,496
5,Christenson,USA,240,1,178,48.0,57.28,419
6,Brizard,FRA,234,1,184,29.25,55.85,419
7,Sekita,JPN,215,1,204,35.83,51.19,420
8,Giannelli,ITA,202,2,160,50.5,55.49,364
9,TJ,CAN,186,0,161,31.0,53.6,347
10,S. Marouf,IRI,160,0,150,32.0,51.61,310
11,Ben Slimene K,TUN,157,3,206,31.4,42.9,366
12,Toniutti,FRA,136,0,101,27.2,57.38,237
13,Chema,VEN,92,2,112,18.4,44.66,206
14,Sbertoli,ITA,74,0,54,12.33,57.81,128
15,Pankov,ROC,65,2,68,8.12,48.15,135
16,Armando,VEN,51,0,56,10.2,47.66,107
16,Javad,IRI,51,1,41,12.75,54.84,93
17,Fujii,JPN,46,0,36,11.5,56.1,82
18,Fernando,BRA,36,0,43,6.0,45.57,79
19,Blankenau,CAN,32,2,27,5.33,52.46,61
20,Sanchez Pages,ARG,19,1,24,2.38,43.18,44
21,Bann,CAN,17,0,21,2.83,44.74,38
22,Facu,ARG,15,0,19,1.88,44.12,34
22,Grebennikov,FRA,15,1,19,1.88,42.86,35
23,Thales,BRA,14,0,26,1.75,35.0,40
24,Ishikawa,JPN,13,0,17,2.17,43.33,30
25,Ngapeth,FRA,12,0,21,1.5,36.36,33
26,Mata,VEN,11,0,15,2.2,42.31,26
27,Colaci,ITA,10,0,10,1.67,50.0,20
27,Kliuka,ROC,10,1,21,1.25,31.25,32
27,Milad,IRI,10,0,7,2.0,58.82,17
28,Hmissi S,TUN,9,0,16,1.8,36.0,25
28,Łomacz,POL,9,0,3,2.25,75.0,12
28,Defalco,USA,9,0,10,1.8,47.37,19
28,Clevenot,FRA,9,0,15,1.12,37.5,24
29,Juantorena,ITA,8,0,19,1.33,29.63,27
29,Golubev,ROC,8,0,16,1.0,33.33,24
30,Hoag,CAN,7,0,12,1.17,36.84,19
30,Lucarelli,BRA,7,0,16,0.88,30.43,23
30,Danani,ARG,7,0,18,0.88,28.0,25
30,Kubiak,POL,7,0,5,1.75,58.33,12
31,Perrin,CAN,6,1,8,1.2,40.0,15
31,Volkov,ROC,6,0,16,0.75,27.27,22
31,Mikhaylov,ROC,6,0,5,0.75,54.55,11
31,Zatorski,POL,6,0,11,1.0,35.29,17
32,Moalla I.,TUN,5,0,3,1.0,62.5,8
32,Yamamoto,JPN,5,0,7,0.83,41.67,12
32,Salehi,IRI,5,0,5,1.0,50.0,10
32,Patry,FRA,5,0,12,0.62,29.41,17
33,Zaytsev,ITA,4,1,4,0.8,44.44,9
33,Michieletto,ITA,4,0,6,0.67,40.0,10
33,Palacios,ARG,4,0,11,0.5,26.67,15
33,Ran,JPN,4,0,5,0.67,44.44,9
33,Takanashi,JPN,4,0,1,0.67,80.0,5
33,Marandi,IRI,4,0,11,0.8,26.67,15
33,Arman,IRI,4,0,1,2.0,80.0,5
33,E. Shoji,USA,4,0,17,0.8,19.05,21
33,Holt,USA,4,0,3,0.8,57.14,7
33,Chinenyeze,FRA,4,0,4,0.5,50.0,8
34,Sclater,CAN,3,0,4,0.5,42.86,7
34,Ben Cheikh M,TUN,3,0,3,3.0,50.0,6
34,Leon,POL,3,0,6,0.6,33.33,9
34,Śliwka,POL,3,0,10,0.75,23.08,13
34,Seyed,IRI,3,0,4,0.75,42.86,7
35,Piano,ITA,2,0,1,0.4,66.67,3
35,Van Berkel,CAN,2,0,3,0.33,40.0,5
35,Vernon,CAN,2,0,2,0.4,50.0,4
35,Anzani,ITA,2,1,2,0.4,40.0,5
35,Maar,CAN,2,0,4,0.5,33.33,6
35,Wallace,BRA,2,0,6,0.25,25.0,8
35,B.Othmen M.,TUN,2,1,4,0.4,28.57,7
35,M. Souza,BRA,2,0,4,0.29,33.33,6
35,Volvich,ROC,2,0,3,0.29,40.0,5
35,Podlesnykh,ROC,2,0,2,0.33,50.0,4
35,Sole,ITA,2,0,7,0.25,22.22,9
35,Loser Bruno,ARG,2,0,4,0.25,33.33,6
35,Poglajen,ARG,2,0,4,0.25,33.33,6
35,Nishida,JPN,2,0,7,0.33,22.22,9
35,Willner,VEN,2,0,2,0.4,50.0,4
35,Fayola,VEN,2,0,10,0.4,16.67,12
35,Kurek,POL,2,0,1,0.33,66.67,3
35,Bieniek,POL,2,0,1,0.33,66.67,3
35,Kaczmarek,POL,2,0,2,0.33,50.0,4
35,Smith,USA,2,0,2,0.4,50.0,4
35,T. Sander,USA,2,0,9,0.4,18.18,11
36,Galassi,ITA,1,0,4,0.17,20.0,5
36,Vigrass,CAN,1,1,4,0.17,16.67,6
36,Szwarc,CAN,1,0,2,0.25,33.33,3
36,Leal,BRA,1,1,7,0.12,11.11,9
36,Kadhi A,TUN,1,0,1,0.2,50.0,2
36,Karamosli E,TUN,1,0,2,0.25,33.33,3
36,Nagga H.,TUN,1,0,2,0.33,33.33,3
36,Mauricio,BRA,1,0,2,0.12,33.33,3
36,Iakovlev,ROC,1,1,5,0.12,14.29,7
36,Pereyra L.,ARG,1,0,0,0.14,100.0,1
36,Onodera,JPN,1,0,4,0.17,20.0,5
36,Emerson,VEN,1,0,4,0.2,20.0,5
36,Valencia,VEN,1,0,5,0.2,16.67,6
36,Otsuka,JPN,1,0,0,1.0,100.0,1
36,Kochanowski,POL,1,0,1,0.17,50.0,2
36,A. Ghafour,IRI,1,0,3,0.2,25.0,4
