Rank,Player Name,Team,Blocks,Errors,Rebounds,Average Per Match,Efficiency,Total
1,Otávio,BRA,12,15,13,3.0,-7.5,40
2,Gasman,USA,10,12,7,2.5,-6.9,29
2,Lisinac,SRB,10,9,10,2.5,3.45,29
3,Podraščanin,ITA,8,21,10,2.0,-33.33,39
4,Simón,CUB,7,17,9,1.75,-30.3,33
5,Isac,BRA,6,12,18,1.5,-16.67,36
5,Kaziyski,BUL,6,5,7,1.5,5.56,18
6,Brito,BRA,5,12,5,1.25,-31.82,22
6,Wallace,BRA,5,5,5,1.25,0.0,15
6,Yant,CUB,5,7,4,1.25,-12.5,16
7,M. Radke,BRA,4,7,7,1.0,-16.67,18
7,Yudi,BRA,4,5,4,1.0,-7.69,13
7,Gabriel,BRA,4,5,3,1.0,-8.33,12
7,Lopez,CUB,4,12,4,1.0,-40.0,20
8,Matheus Krauchuk,BRA,3,8,8,0.75,-26.32,19
8,Flores,ARG,3,12,7,1.5,-40.91,22
8,Jelveh,IRI,3,4,3,1.5,-10.0,10
8,Rodriguinho,BRA,3,1,3,0.75,28.57,7
8,Lucarelli,BRA,3,9,5,0.75,-35.29,17
8,De Cecco,ARG,3,7,6,0.75,-25.0,16
8,Michieletto,ITA,3,10,2,0.75,-46.67,15
8,Sbertoli,ITA,3,9,8,0.75,-30.0,20
9,Riad,BRA,2,3,1,0.5,-16.67,6
9,Melgarejo,ARG,2,2,4,1.0,0.0,8
9,Esfandiar,IRI,2,1,3,1.0,16.67,6
9,Lavia,ITA,2,10,3,0.5,-53.33,15
10,Fabio,BRA,1,2,4,0.25,-14.29,7
10,Brajkovic,ARG,1,7,8,0.5,-37.5,16
10,Gallardo,ARG,1,5,2,0.5,-50.0,8
10,Jaraba J,COL,1,3,1,0.5,-40.0,5
10,AmirHossein,IRI,1,0,0,0.5,100.0,1
10,A. Tashakori,IRI,1,5,2,0.5,-50.0,8
10,Fernando,BRA,1,3,3,0.25,-28.57,7
10,Garcia,USA,1,6,6,0.25,-38.46,13
10,Diamantini,ITA,1,2,1,0.25,-25.0,4
10,Anzani,ITA,1,7,3,0.25,-54.55,11
11,Andre,BRA,0,0,0,,,0
11,Joao Gabriel,BRA,0,0,0,,,0
11,Gabriel,BRA,0,0,0,,,0
11,Thales,BRA,0,0,0,,,0
11,Roque,BRA,0,0,0,,,0
11,Symon,BRA,0,0,0,,,0
11,Olivieri,ARG,0,0,0,,,0
11,Ibazeta,ARG,0,0,0,,,0
11,Bozikovich,ARG,0,0,1,0.0,0.0,1
11,Caceres,ARG,0,1,0,0.0,-100.0,1
11,Armoa Morel,ARG,0,7,2,0.0,-77.78,9
11,Igor,BRA,0,3,2,0.0,-60.0,5
11,Salvo,ARG,0,0,0,,,0
11,Jailton,BRA,0,1,1,0.0,-50.0,2
11,Perren,ARG,0,0,0,,,0
11,Sahand,IRI,0,1,1,0.0,-50.0,2
11,Blagojevic,SRB,0,1,3,0.0,-25.0,4
11,Reza,IRI,0,5,2,0.0,-71.43,7
11,R.Shahsavari,IRI,0,0,0,,,0
11,Daneshdoust,IRI,0,2,2,0.0,-50.0,4
11,M. Sadeghi,IRI,0,1,1,0.0,-50.0,2
11,M. Gholizad,IRI,0,1,0,0.0,-100.0,1
11,A.Behbodi,IRI,0,5,1,0.0,-83.33,6
11,M.Heydari,IRI,0,0,0,,,0
11,Oppenkoski,BRA,0,0,0,,,0
11,Lukinha,BRA,0,0,0,,,0
11,Lucas Loh,BRA,0,0,0,,,0
11,Rech,BRA,0,0,0,,,0
11,C. Souza,BRA,0,0,1,0.0,0.0,1
11,Bauer,BRA,0,0,0,,,0
11,Resley,BRA,0,0,0,,,0
11,Matias,BRA,0,0,0,,,0
11,Kovar,ITA,0,0,0,,,0
11,Sottile,ITA,0,0,1,0.0,0.0,1
11,Marchisio,ITA,0,0,0,,,0
11,Juantorena,ITA,0,0,0,,,0
11,Jeroncic,ITA,0,0,0,,,0
11,Balaso,ITA,0,0,0,,,0
11,Zaytsev,ITA,0,2,3,0.0,-40.0,5
11,D'heer,BEL,0,0,0,,,0
11,Cavuto,ITA,0,0,0,,,0
11,Pinali,ITA,0,0,0,,,0
11,Albergati,ITA,0,0,0,,,0
11,Zenger,GER,0,0,0,,,0
11,Sperotto,ITA,0,0,0,,,0
11,De Angelis,ITA,0,0,0,,,0
