web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Digs,Errors,Receptions,Average Per Match,Success,Total
"1741285702-157","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","65","Možič","SLO","17","7","2","1.00","65.38","26"
"1741285702-158","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","65","Azeez","AUS","17","9","3","1.42","58.62","29"
"1741285702-159","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Shimizu","JPN","16","11","6","1.23","48.48","33"
"1741285702-160","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Onodera","JPN","16","11","1","1.23","57.14","28"
"1741285702-161","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Yamauchi","JPN","16","7","2","1.07","64.00","25"
"1741285702-162","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Seyed","IRI","16","6","9","1.14","51.61","31"
"1741285702-163","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Muzaj","POL","16","0","2","1.45","88.89","18"
"1741285702-164","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","66","Otake","JPN","16","9","7","2.67","50.00","32"
"1741285702-165","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","67","Sokolov","BUL","15","4","4","1.88","65.22","23"
"1741285702-166","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","67","O'Dea","AUS","15","9","5","1.00","51.72","29"
"1741285702-167","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","67","Szwarc","CAN","15","6","3","1.00","62.50","24"
"1741285702-168","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","67","T. Sander","USA","15","4","1","2.50","75.00","20"
"1741285702-169","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Lyneel","FRA","14","9","0","2.00","60.87","23"
"1741285702-170","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Bultor","FRA","14","7","2","0.82","60.87","23"
"1741285702-171","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Patch","USA","14","7","4","1.56","56.00","25"
"1741285702-172","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Watten","USA","14","5","1","1.27","70.00","20"
"1741285702-173","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Cavuto","ITA","14","11","1","0.93","53.85","26"
"1741285702-174","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Morteza","IRI","14","1","2","1.27","82.35","17"
"1741285702-175","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","Van Berkel","CAN","14","5","0","1.00","73.68","19"
"1741285702-176","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","68","V.Stankov","BUL","14","5","4","1.40","60.87","23"
"1741285702-177","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Karyagin","BUL","13","8","1","0.87","59.09","22"
"1741285702-178","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Sossenheimer","GER","13","5","2","1.08","65.00","20"
"1741285702-179","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Taylor","AUS","13","5","1","0.87","68.42","19"
"1741285702-180","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Masoud","IRI","13","11","1","0.87","52.00","25"
"1741285702-181","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Z. Štern","SLO","13","5","2","0.76","65.00","20"
"1741285702-182","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Parkinson","NED","13","4","4","1.00","61.90","21"
"1741285702-183","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Bednorz","POL","13","4","1","1.44","72.22","18"
"1741285702-184","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Galassi","ITA","13","3","1","1.62","76.47","17"
"1741285702-185","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Mosca","ITA","13","4","1","0.93","72.22","18"
"1741285702-186","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","69","Stahl","USA","13","1","3","1.00","76.47","17"
"1741285702-187","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","70","van Schie","NED","12","2","0","1.00","85.71","14"
"1741285702-188","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","70","Kurkaev","RUS","12","6","1","0.80","63.16","19"
"1741285702-189","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","70","Jansen Vandoorn","CAN","12","7","1","0.80","60.00","20"
"1741285702-190","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","70","Šket","SLO","12","7","3","0.75","54.55","22"
"1741285702-191","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","70","Nowakowski","POL","12","1","1","1.00","85.71","14"
"1741285702-192","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Krage","GER","11","8","2","0.85","52.38","21"
"1741285702-193","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Garrett","AUS","11","17","3","0.92","35.48","31"
"1741285702-194","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Wiltenburg","NED","11","4","3","0.79","61.11","18"
"1741285702-195","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","van Tilburg","NED","11","6","4","0.73","52.38","21"
"1741285702-196","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Kłos","POL","11","4","2","1.00","64.71","17"
"1741285702-197","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Uriarte","ARG","11","5","2","1.10","61.11","18"
"1741285702-198","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Vitelli","ITA","11","6","4","1.00","52.38","21"
"1741285702-199","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Jendryk","USA","11","0","1","0.85","91.67","12"
"1741285702-200","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","71","Palacios","ARG","11","4","1","1.00","68.75","16"
"1741285702-201","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Volvich","RUS","10","2","3","0.67","66.67","15"
"1741285702-202","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Poletaev","RUS","10","2","2","0.67","71.43","14"
"1741285702-203","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Vigrass","CAN","10","8","1","1.25","52.63","19"
"1741285702-204","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Kaczmarek","POL","10","4","3","0.83","58.82","17"
"1741285702-205","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Oya","JPN","10","5","2","1.25","58.82","17"
"1741285702-206","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","S.Ivanov","BUL","10","9","1","0.91","50.00","20"
"1741285702-207","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","72","Sanchez Pages","ARG","10","4","1","1.43","66.67","15"
"1741285702-208","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Kolev","BUL","9","7","4","0.60","45.00","20"
"1741285702-209","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Kartev","BUL","9","4","3","0.69","56.25","16"
"1741285702-210","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Gasparini","SLO","9","2","1","0.56","75.00","12"
"1741285702-211","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Van Der Ent","NED","9","5","3","0.82","52.94","17"
"1741285702-212","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Jorna","NED","9","12","0","1.50","42.86","21"
"1741285702-213","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Muserskiy","RUS","9","3","3","1.29","60.00","15"
"1741285702-214","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Faure","FRA","9","8","4","1.80","42.86","21"
"1741285702-215","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Javad","IRI","9","4","1","1.50","64.29","14"
"1741285702-216","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","73","Nishida","JPN","9","5","0","1.80","64.29","14"
"1741285702-217","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","74","A. Shafiei","IRI","8","2","1","1.33","72.73","11"
"1741285702-218","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","74","Vlasov","RUS","8","1","2","0.53","72.73","11"
"1741285702-219","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","74","Saadat","IRI","8","2","1","0.57","72.73","11"
"1741285702-220","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","75","Butler","AUS","7","2","0","0.47","77.78","9"
"1741285702-221","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","75","Walsh","CAN","7","7","0","0.70","50.00","14"
"1741285702-222","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","75","Palonsky","ARG","7","7","0","0.58","50.00","14"
"1741285702-223","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","75","Tuaniga","USA","7","3","0","1.40","70.00","10"
"1741285702-224","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","76","Mojarad","IRI","6","2","1","0.55","66.67","9"
"1741285702-225","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","76","Kovač","SRB","6","2","0","0.40","75.00","8"
"1741285702-226","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","76","Van Solkema","NED","6","3","1","0.50","60.00","10"
"1741285702-227","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","76","Pereira","CAN","6","4","1","0.50","54.55","11"
"1741285702-228","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","76","M. Souza","BRA","6","4","3","0.46","46.15","13"
"1741285702-229","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Grozdanov","BUL","5","0","1","1.67","83.33","6"
"1741285702-230","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Weir","AUS","5","7","1","0.33","38.46","13"
"1741285702-231","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","P. Fayazi","IRI","5","2","0","0.45","71.43","7"
"1741285702-232","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Vinčić","SLO","5","9","0","0.36","35.71","14"
"1741285702-233","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Semyshev","RUS","5","5","2","0.62","41.67","12"
"1741285702-234","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Averill","USA","5","1","3","0.71","55.56","9"
"1741285702-235","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","77","Federici","ITA","5","4","1","0.33","50.00","10"
"1741285702-236","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","78","Böhme","GER","4","3","3","0.31","40.00","10"
"1741285702-237","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","78","Reza","IRI","4","1","2","0.36","57.14","7"
"1741285702-238","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","78","Nicolas","ARG","4","2","0","0.80","66.67","6"
"1741285702-239","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","78","Lyutskanov","BUL","4","2","1","0.44","57.14","7"
"1741285702-240","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Baxpöhler","GER","3","2","0","0.30","60.00","5"
"1741285702-241","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Aubrey","AUS","3","0","3","0.20","50.00","6"
"1741285702-242","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Simic","SRB","3","3","0","0.25","50.00","6"
"1741285702-243","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Videčnik","SLO","3","0","0","0.21","100.00","3"
"1741285702-244","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","van Zeist","NED","3","1","2","0.25","50.00","6"
"1741285702-245","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","B. Sander","USA","3","3","1","0.27","42.86","7"
"1741285702-246","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Gardini","ITA","3","2","0","0.25","60.00","5"
"1741285702-247","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Crer","ARG","3","1","1","1.00","60.00","5"
"1741285702-248","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","79","Lucas","BRA","3","0","1","0.60","75.00","4"
"1741285702-249","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Gueye","FRA","2","0","0","0.12","100.00","2"
"1741285702-250","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Stankov","BUL","2","3","0","0.22","40.00","5"
"1741285702-251","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Burggräf","GER","2","2","1","0.13","40.00","5"
"1741285702-252","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Klobucar","SLO","2","0","0","0.15","100.00","2"
"1741285702-253","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Huber","POL","2","2","0","0.17","50.00","4"
"1741285702-254","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Matheus","BRA","2","0","2","0.40","50.00","4"
"1741285702-255","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","80","Röhrs","GER","2","0","0","0.15","100.00","2"
"1741285702-256","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","Kentaro","JPN","1","3","1","0.10","20.00","5"
"1741285702-257","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","A. Ghafour","IRI","1","2","3","0.20","16.67","6"
"1741285702-258","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","Lisinac","SRB","1","0","0","1.00","100.00","1"
"1741285702-259","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","Štalekar","SLO","1","2","0","0.09","33.33","3"
"1741285702-260","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","Vaccari","BRA","1","0","0","0.10","100.00","1"
"1741285702-261","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","81","João Rafael","BRA","1","0","0","0.25","100.00","1"
"1741285702-262","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Flowerday","AUS","0","0","0","","","0"
"1741285702-263","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Greber","AUS","0","0","0","","","0"
"1741285702-264","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Batak","SRB","0","0","0","","","0"
"1741285702-265","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Hanes","USA","0","0","1","0.00","0.00","1"
"1741285702-266","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Demyanenko","CAN","0","0","0","","","0"
"1741285702-267","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Scanferla","ITA","0","0","0","","","0"
"1741285702-268","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Roque","BRA","0","0","0","","","0"
"1741285702-269","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Macdonald","AUS","0","0","0","","","0"
"1741285702-270","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Janusz","POL","0","0","0","","","0"
"1741285702-271","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Vucicevic","SRB","0","0","0","","","0"
"1741285702-272","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Meyer","FRA","0","1","0","0.00","0.00","1"
"1741285702-273","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Pernuš","SLO","0","1","0","0.00","0.00","1"
"1741285702-274","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Maase","GER","0","2","0","0.00","0.00","2"
"1741285702-275","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Douglas-Powell","AUS","0","1","0","0.00","0.00","1"
"1741285702-276","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Komenda","POL","0","0","0","","","0"
"1741285702-277","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-diggers/","82","Iakovlev","RUS","0","0","0","","","0"
