web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
"1741284479-1","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","1","Ran","JPN","16","5","42","5.33","25.40","63"
"1741284479-2","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","2","Balaso","ITA","15","3","35","5.00","28.30","53"
"1741284479-3","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","2","Yamamoto","JPN","15","2","36","5.00","28.30","53"
"1741284479-4","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","3","Defalco","USA","13","5","42","4.33","21.67","60"
"1741284479-5","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","4","E. Shoji","USA","12","4","34","4.00","24.00","50"
"1741284479-6","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","4","Lavia","ITA","12","7","35","4.00","22.22","54"
"1741284479-7","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","4","Zatorski","POL","12","3","38","4.00","22.64","53"
"1741284479-8","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","5","Jaeschke","USA","11","7","31","3.67","22.45","49"
"1741284479-9","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","6","Ishikawa","JPN","10","3","65","3.33","12.82","78"
"1741284479-10","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","7","Tillie","FRA","7","3","27","7.00","18.92","37"
"1741284479-11","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2023/finals-statistics/men/best-receivers/","7","Leon","POL","7","5","41","2.33","13.21","53"
