Rank,Player Name,Team,Blocks,Errors,Rebounds,Average Per Match,Efficiency,Total
1,Seyed,IRI,13,27,25,2.6,-21.54,65
1,Hajipour,IRI,13,14,15,2.6,-2.38,42
2,Chinenyeze,FRA,10,19,20,2.0,-18.37,49
2,Otávio,BRA,10,14,14,2.0,-10.53,38
3,Lucas,BRA,8,33,18,1.6,-42.37,59
4,Lavia,ITA,7,14,7,1.4,-25.0,28
4,Flavio,BRA,7,17,18,1.4,-23.81,42
4,Abdolhamidi,IRI,7,9,10,1.4,-7.69,26
4,Mohammad,IRI,7,29,19,1.4,-40.0,55
4,Boninfante,ITA,7,8,6,1.4,-4.76,21
4,Pietro,BRA,7,18,5,2.33,-36.67,30
5,Pellacani,ITA,6,15,17,1.2,-23.68,38
5,Rychlicki,ITA,6,7,8,1.2,-4.76,21
5,Bartha,ROU,6,6,14,1.2,0.0,26
5,Bottolo,ITA,6,14,6,1.2,-30.77,26
5,Hamada,EGY,6,12,16,2.0,-17.65,34
5,Maciel,ARG,6,7,5,2.0,-5.56,18
6,Concepcion,CUB,5,9,3,1.67,-23.53,17
6,A. Ghafour,IRI,5,12,10,1.67,-25.93,27
6,Podraščanin,ITA,5,6,11,1.0,-4.55,22
7,Esi,IRI,4,8,3,0.8,-26.67,15
7,A. Ramezani,IRI,4,13,10,0.8,-33.33,27
7,Gargiulo,ITA,4,13,4,0.8,-42.86,21
7,A. Nikolov,BUL,4,8,3,0.8,-26.67,15
7,Asran,EGY,4,8,5,1.33,-23.53,17
7,Hossam,EGY,4,3,8,1.33,6.67,15
7,Wallace,BRA,4,9,11,0.8,-20.83,24
7,Vaccari,BRA,4,8,8,0.8,-20.0,20
8,Sbertoli,ITA,3,6,5,0.6,-21.43,14
8,Garcia,USA,3,6,5,0.6,-21.43,14
8,Masoud,IRI,3,8,11,1.0,-22.73,22
8,A. Lagumdzija,TUR,3,9,5,0.6,-35.29,17
8,Eliezer,BRA,3,8,8,1.0,-26.32,19
