Rank,Player Name,Team,Blocks,Errors,Rebounds,Average Per Match,Efficiency,Total
8,Halim,EGY,3,8,5,1.0,-31.25,16
8,Matheus G.,BRA,3,9,14,0.6,-23.08,26
8,Ponzio,ARG,3,10,7,1.0,-35.0,20
9,Michieletto,ITA,2,6,4,0.4,-33.33,12
9,Magalini,ITA,2,7,3,0.4,-41.67,12
9,Acquarone,ITA,2,1,4,0.4,14.29,7
9,Ilshan,IRI,2,7,4,0.67,-38.46,13
9,Salim,IRI,2,2,3,0.67,0.0,7
9,Younes,IRI,2,5,1,0.67,-37.5,8
9,Lucas Loh,BRA,2,3,1,0.67,-16.67,6
9,A. Salah,EGY,2,6,6,0.67,-28.57,14
9,Diaz,ARG,2,1,1,0.67,25.0,4
10,Bristot,ITA,1,1,4,0.2,0.0,6
10,Usman,PAK,1,9,1,0.33,-72.73,11
10,Mohsen,IRI,1,2,1,0.33,-25.0,4
10,Loeppky,CAN,1,1,6,0.2,0.0,8
10,Orduna,ITA,1,0,0,0.2,100.0,1
10,Poriya,IRI,1,3,1,0.2,-40.0,5
10,Dirlic P.,CRO,1,2,4,0.2,-14.29,7
10,Franco,BRA,1,5,5,0.33,-36.36,11
10,Temponi,BRA,1,2,1,0.33,-25.0,4
10,Elhossiny,EGY,1,5,13,0.33,-21.05,19
10,Oppenkoski,BRA,1,2,2,0.2,-20.0,5
10,Douglas,BRA,1,4,4,0.2,-33.33,9
10,Garcia,ARG,1,2,5,0.33,-12.5,8
10,Gomez,ARG,1,6,6,0.33,-38.46,13
10,Gonzalez,ARG,1,1,1,0.33,0.0,3
10,Soria R.,ARG,1,7,3,0.33,-54.55,11
10,Steeman,ARG,1,0,0,0.33,100.0,1
11,Pesaresi,ITA,0,0,0,,,0
11,Laurenzano,ITA,0,0,0,,,0
11,Shayan,IRI,0,3,2,0.0,-60.0,5
11,Ali Asghar,IRI,0,0,0,,,0
11,Mehdi,IRI,0,0,0,,,0
11,Ahmadreza,IRI,0,3,0,0.0,-100.0,3
11,Seyed,IRI,0,0,0,,,0
11,M. R. Moazzen,IRI,0,0,0,,,0
11,Karami,IRI,0,1,0,0.0,-100.0,1
11,Ashkan,IRI,0,0,0,,,0
11,Ahmadreza,IRI,0,0,0,,,0
11,A.Khalili,IRI,0,4,5,0.0,-44.44,9
11,Marandi,IRI,0,0,0,,,0
11,Armin,IRI,0,0,0,,,0
11,Bisotto,ITA,0,0,0,,,0
11,Balaso,ITA,0,0,0,,,0
11,Davi Tenorio,ESP,0,0,0,,,0
11,Arthur,BRA,0,0,0,,,0
11,Wallaf,BRA,0,0,0,,,0
11,Gustavo,BRA,0,4,3,0.0,-57.14,7
11,Rech,BRA,0,3,1,0.0,-75.0,4
11,Aladdin,BRA,0,3,0,0.0,-100.0,3
11,Maicon,BRA,0,8,2,0.0,-80.0,10
11,Pedro,BRA,0,0,0,,,0
11,Rafa,BRA,0,2,3,0.0,-40.0,5
11,B. Alves,BRA,0,5,2,0.0,-71.43,7
11,Abdalla,EGY,0,3,3,0.0,-50.0,6
11,M. Ramadan,EGY,0,0,0,,,0
11,Eslam,EGY,0,2,2,0.0,-50.0,4
11,Garcia,CUB,0,0,0,,,0
11,Khaled. A,EGY,0,1,3,0.0,-25.0,4
11,Seif Abed,EGY,0,1,0,0.0,-100.0,1
11,A. Seoudy,EGY,0,0,0,,,0
11,Z. Osama,EGY,0,1,0,0.0,-100.0,1
11,Felipe,BRA,0,0,0,,,0
11,Velasco,COL,0,0,0,,,0
11,Lukinhas,BRA,0,0,0,,,0
11,Rodriguinho,BRA,0,12,6,0.0,-66.67,18
11,Rodrigo,BRA,0,0,0,,,0
11,Alexandre,BRA,0,0,0,,,0
11,Martos,BRA,0,0,0,,,0
11,Albrecht,ARG,0,0,0,,,0
11,Zalcman,ARG,0,0,0,,,0
11,Facu,ARG,0,3,2,0.0,-60.0,5
11,Nicolas,ARG,0,0,0,,,0
11,Zelayeta,ARG,0,11,4,0.0,-73.33,15
11,Soria S.,ARG,0,2,2,0.0,-50.0,4
