Rank,Player Name,Team,Successful,Errors,Attempts,Average Per Match,Success,Total
1,Sbertoli,ITA,42,0,276,10.5,13.21,318
2,Giannelli,ITA,34,0,267,8.5,11.3,301
3,William,BRA,31,0,198,7.75,13.54,229
4,Uriarte,ARG,29,2,267,7.25,9.73,298
5,Vadi,IRI,14,2,178,7.0,7.22,194
6,Resley,BRA,11,3,87,2.75,10.89,101
7,Rodrigo,BRA,3,0,32,0.75,8.57,35
7,Gonzalez,ARG,3,0,118,1.5,2.48,121
8,Everaldo,BRA,2,1,17,1.0,10.0,20
9,Saberi,IRI,1,0,3,0.5,25.0,4
10,Estrada,FIV,0,0,0,,,0
10,Kelvi,BRA,0,0,0,,,0
10,Paulo,BRA,0,0,1,0.0,0.0,1
10,Vissotto,BRA,0,0,0,,,0
10,Matheus,BRA,0,0,0,,,0
10,Henrique,BRA,0,0,0,,,0
10,Juninho,BRA,0,0,0,,,0
10,Maique,BRA,0,0,0,,,0
10,André S.,BRA,0,0,0,,,0
10,Honorato,BRA,0,0,0,,,0
10,Arthur,BRA,0,0,0,,,0
10,Marcus,BRA,0,0,0,,,0
10,Amir Reza,IRI,0,0,0,,,0
10,Fallah,IRI,0,0,0,,,0
10,H. Zarini,IRI,0,0,0,,,0
10,Hazrat,IRI,0,0,0,,,0
10,A. Shafiei,IRI,0,0,0,,,0
10,Amin,IRI,0,0,0,,,0
10,A. Afshinfar,IRI,0,0,0,,,0
10,Mashhadi,IRI,0,0,0,,,0
10,R. Aslani,IRI,0,0,0,,,0
10,A. Tashakori,IRI,0,0,0,,,0
10,P. Fayazi,IRI,0,0,0,,,0
10,Reza,IRI,0,0,0,,,0
10,Oppenkoski,BRA,0,0,0,,,0
10,Guilherme,BRA,0,0,0,,,0
10,Lukinha,BRA,0,0,0,,,0
10,Otávio,BRA,0,0,0,,,0
10,Bauer,BRA,0,0,0,,,0
10,Wallace,BRA,0,1,0,0.0,0.0,1
10,C. Souza,BRA,0,0,1,0.0,0.0,1
10,Rodriguinho,BRA,0,0,0,,,0
10,Vaccari,BRA,0,0,0,,,0
10,Lucas,BRA,0,0,0,,,0
10,Carlos,BRA,0,0,0,,,0
10,Lopez,CUB,0,0,0,,,0
10,Bryan,BRA,0,0,0,,,0
10,Samuel,BRA,0,0,0,,,0
10,Lucas Borges,BRA,0,0,0,,,0
10,Adriano,BRA,0,0,0,,,0
10,Nicolas,ARG,0,0,0,,,0
10,Franck,BRA,0,0,0,,,0
10,Lima,BRA,0,0,0,,,0
10,Barreto,BRA,0,0,0,,,0
10,Brito,BRA,0,0,0,,,0
10,Alexandre,BRA,0,0,0,,,0
10,Roque,BRA,0,0,0,,,0
10,Lucas,BRA,0,0,0,,,0
10,Kaziyski,BUL,0,0,0,,,0
10,Nelli,ITA,0,0,2,0.0,0.0,2
10,D'heer,BEL,0,0,2,0.0,0.0,2
10,Dzavoronok,CZE,0,0,0,,,0
10,Michieletto,ITA,0,1,0,0.0,0.0,1
10,Cavuto,ITA,0,0,0,,,0
10,Pace,ITA,0,0,0,,,0
10,Berger,ITA,0,0,0,,,0
10,Depalma,ITA,0,0,0,,,0
10,Laurenzano,ITA,0,0,0,,,0
10,Lavia,ITA,0,0,0,,,0
10,Podraščanin,ITA,0,1,0,0.0,0.0,1
10,Lisinac,SRB,0,0,0,,,0
10,Herrera,CUB,0,0,0,,,0
10,Rychlicki,ITA,0,0,0,,,0
10,Leon,POL,0,0,0,,,0
10,Piccinelli,ITA,0,0,0,,,0
10,Sole,ITA,0,0,0,,,0
10,Russo,ITA,0,0,0,,,0
10,Colaci,ITA,0,0,0,,,0
10,Flavio,BRA,0,0,0,,,0
10,Semeniuk,POL,0,0,0,,,0
10,Plotnytskyi,UKR,0,0,0,,,0
10,Ropret,SLO,0,0,0,,,0
10,Cardenas,CUB,0,0,0,,,0
10,Mengozzi,ITA,0,0,0,,,0
