Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
1,Maique,BRA,27,1,44,6.75,37.5,72
2,Lopez,CUB,21,4,33,5.25,36.21,58
2,Laurenzano,ITA,21,5,56,5.25,25.61,82
3,Honorato,BRA,19,3,43,4.75,29.23,65
4,Lavia,ITA,18,2,42,4.5,29.03,62
5,Hazrat,IRI,17,0,32,8.5,34.69,49
5,Lukinha,BRA,17,4,42,4.25,26.98,63
5,Semeniuk,POL,17,0,39,4.25,30.36,56
6,Vaccari,BRA,16,6,57,4.0,20.25,79
7,P. Fayazi,IRI,14,0,24,7.0,36.84,38
7,Michieletto,ITA,14,6,54,3.5,18.92,74
8,Leon,POL,12,3,51,3.0,18.18,66
8,Plotnytskyi,UKR,12,5,21,3.0,31.58,38
9,Arthur,BRA,11,0,34,2.75,24.44,45
10,Alexandre,BRA,10,0,19,5.0,34.48,29
11,Marcus,BRA,9,0,15,2.25,37.5,24
11,Nicolas,ARG,9,0,30,4.5,23.08,39
11,Colaci,ITA,9,3,35,2.25,19.15,47
12,Estrada,FIV,8,4,38,2.0,16.0,50
13,Rodriguinho,BRA,5,4,27,1.25,13.89,36
13,Adriano,BRA,5,0,21,2.5,19.23,26
14,A. Afshinfar,IRI,4,0,18,2.0,18.18,22
15,Mashhadi,IRI,3,0,9,1.5,25.0,12
15,Otávio,BRA,3,0,1,0.75,75.0,4
15,Lucas,BRA,3,0,1,1.5,75.0,4
15,Flavio,BRA,3,0,2,0.75,60.0,5
16,H. Zarini,IRI,2,0,7,1.0,22.22,9
16,Russo,ITA,2,0,3,0.5,40.0,5
17,Juninho,BRA,1,1,1,0.25,33.33,3
17,Fallah,IRI,1,0,1,0.5,50.0,2
17,C. Souza,BRA,1,0,0,0.25,100.0,1
17,Carlos,BRA,1,1,1,0.25,33.33,3
17,Franck,BRA,1,0,8,0.5,11.11,9
17,Podraščanin,ITA,1,0,2,0.25,33.33,3
17,Lisinac,SRB,1,0,1,0.25,50.0,2
17,Rychlicki,ITA,1,1,2,0.25,25.0,4
17,Piccinelli,ITA,1,2,5,0.25,12.5,8
18,Kelvi,BRA,0,0,0,,,0
18,Resley,BRA,0,0,0,,,0
18,Paulo,BRA,0,0,0,,,0
18,William,BRA,0,0,1,0.0,0.0,1
18,Vissotto,BRA,0,0,0,,,0
18,Matheus,BRA,0,0,2,0.0,0.0,2
18,Henrique,BRA,0,0,0,,,0
18,André S.,BRA,0,0,0,,,0
18,Amir Reza,IRI,0,0,1,0.0,0.0,1
18,Saberi,IRI,0,0,0,,,0
18,A. Shafiei,IRI,0,0,0,,,0
18,Amin,IRI,0,0,1,0.0,0.0,1
18,R. Aslani,IRI,0,0,0,,,0
18,A. Tashakori,IRI,0,0,5,0.0,0.0,5
18,Vadi,IRI,0,0,2,0.0,0.0,2
18,Reza,IRI,0,0,0,,,0
18,Oppenkoski,BRA,0,0,0,,,0
18,Guilherme,BRA,0,0,0,,,0
18,Uriarte,ARG,0,0,3,0.0,0.0,3
18,Bauer,BRA,0,0,1,0.0,0.0,1
18,Wallace,BRA,0,0,0,,,0
18,Rodrigo,BRA,0,2,1,0.0,0.0,3
18,Lucas,BRA,0,0,1,0.0,0.0,1
18,Bryan,BRA,0,0,0,,,0
18,Samuel,BRA,0,0,0,,,0
18,Lucas Borges,BRA,0,0,0,,,0
18,Everaldo,BRA,0,0,0,,,0
18,Gonzalez,ARG,0,0,1,0.0,0.0,1
18,Lima,BRA,0,0,0,,,0
18,Barreto,BRA,0,0,0,,,0
18,Brito,BRA,0,0,0,,,0
18,Roque,BRA,0,0,0,,,0
18,Kaziyski,BUL,0,0,0,,,0
18,Nelli,ITA,0,0,0,,,0
18,D'heer,BEL,0,0,0,,,0
18,Dzavoronok,CZE,0,0,2,0.0,0.0,2
18,Sbertoli,ITA,0,0,0,,,0
18,Cavuto,ITA,0,0,0,,,0
18,Pace,ITA,0,0,1,0.0,0.0,1
18,Berger,ITA,0,0,0,,,0
18,Depalma,ITA,0,0,0,,,0
18,Giannelli,ITA,0,0,1,0.0,0.0,1
18,Herrera,CUB,0,0,0,,,0
18,Sole,ITA,0,0,0,,,0
18,Ropret,SLO,0,0,0,,,0
18,Cardenas,CUB,0,0,0,,,0
18,Mengozzi,ITA,0,0,0,,,0
